,600500.SH,600588.SH,600600.SH,002024.SZ,399928.SZ,399300.SZ
2007-03-05,4.8806084395189515,4.550480368263748,3.935094015517838,4.16813569479731,3.686819628942398,3.029932308545093
2007-03-06,4.72802395804334,4.3505115104402945,3.642439526355171,4.698300406269438,3.490280933008253,2.7906055025581122
2007-03-07,4.648063490011315,4.178947448667507,3.5532700919582116,9.526297471405606,3.382166652889275,2.74017763865617
2007-03-08,4.617386618041409,4.0457640893880065,3.482058280833194,5.25967730501572,3.203964325419001,2.538667140762001
2007-03-09,4.5587978843265295,3.9414865652807007,3.334210222002266,4.891928818670717,3.0607973380582716,2.336015557071571
2007-03-12,4.417790912507463,3.8262781079285557,3.1748826831540464,4.424012090212684,2.9137869863810892,2.1636764587419672
2007-03-13,4.270557286501374,3.730636014128589,3.4380899620428833,4.917327242926738,2.786808212616216,2.0634708951626552
2007-03-14,4.298080037060675,4.028013987140997,3.2451990548614074,4.945314347716183,2.6665219239140554,2.088232371687469
2007-03-15,4.159204066929044,3.910694291965427,3.1168665306448027,5.501129494060665,2.546072926177731,2.1098203406478144
2007-03-16,4.187745980875795,3.8284536598912893,3.212632322596237,4.155009562135007,2.505643414042993,2.1118506499577006
2007-03-19,4.062564141910338,3.743488307188419,3.0699952187651007,4.224617960820181,2.4557662724030203,2.1658514210051756
2007-03-20,3.9315807244832977,3.656876664056485,2.9895331705918977,4.35309833398523,2.344540334507013,2.043277175083487
2007-03-21,3.807905848999091,3.61588866417833,2.902227432956257,4.236220385982301,2.2633400008100244,1.991945528908655
2007-03-22,3.689137998374399,3.5790905215061177,2.8664493678037335,4.6728515390584855,2.31987521410085,1.9104108731004994
2007-03-23,3.6268367223191866,3.5231019162305435,2.8225959221316077,6.987540318709913,2.2205039350801234,1.8491420761774422
2007-03-26,3.5154965649826324,3.4704656415924573,3.12972591027861,4.156407074009834,2.170215467786917,1.9331970487734864
2007-03-27,3.622332714882115,3.5251452332689563,3.026518187063712,5.203700897152516,2.078314716273014,1.8839530885583209
2007-03-28,3.5167305014161077,3.5451695528910587,2.9674736396388437,4.201514113971798,1.9939840506237174,1.8373571884135393
2007-03-29,3.548017187109309,3.6570324760198263,2.8936633062191732,6.849630023927543,1.9264979727399507,1.8137117485759497
2007-03-30,3.445589039865101,3.589357856576485,2.8528679187073807,4.1719124389006135,1.8500609945679627,1.7803637724064976
2007-04-02,3.4670780239462338,3.526310362596912,2.867574266538773,4.1719124382890405,1.8901111888427915,2.0101311293614104
2007-04-03,3.3914357181457446,3.563488281037139,2.8118311810362213,7.720515837183078,2.0177332903847436,1.989750755445856
2007-04-04,3.364823849672634,3.5169594611211745,2.919991196551338,4.2312327353343,1.9476623164058853,1.9306376618460002
2007-04-05,3.2670498247958775,3.4793852944854597,3.2174431246580504,4.157596048233391,1.8701659272342586,1.9142197597993624
2007-04-06,3.3259250360533263,3.5330298920193894,3.0828759158721812,63.48206288271783,1.9016640759996366,1.883349742190356
2007-04-09,3.228749429149334,3.5696415409842053,2.9717627886244893,4.171912521439264,1.8911024844018056,2.032006528358449
2007-04-10,3.150089095884333,3.5467551887418542,2.9878496906006724,4.645809989058796,1.8853530661831226,2.0156661092933335
2007-04-11,3.2493761971425066,3.504154115499448,2.916806308092062,5.049116081929501,1.973866785390794,1.9890555633785758
2007-04-12,3.1614504679856212,3.602649865801329,2.9656524334341987,4.144734342205504,2.0793331239801125,2.0288987554684286
2007-04-13,3.0767993399117888,3.552971996785148,2.9038706776736345,8.210157142525922,2.01124795319322,1.9392920377957437
2007-04-16,3.125965650695324,3.606061109012085,2.8894882240058983,9.487955221001343,2.02426246580815,2.165971867007866
2007-04-17,3.038867908477915,3.5972864631455326,2.8403800688294254,4.429037597593171,1.970177217662042,2.0605281791955963
2007-04-18,2.9572462417030225,3.5328699594748585,2.798401055954107,4.148204217225755,1.9088369142418098,1.9714416669126436
2007-04-19,3.361864636474692,3.6019124614483156,2.775353099259565,6.597585651966936,2.7537890956850815,2.779170495956043
2007-04-20,3.374366386087916,3.7054186021030424,2.8809172665898255,5.261393145828989,3.1163514584750502,3.065050659117562
2007-04-23,3.476050905985873,4.110162622667385,3.0560593222332506,4.144707086676207,3.362159387722244,3.2295745581138244
2007-04-24,3.4758493835318878,3.970133820779366,2.972054343567213,4.592653988809797,3.171928576684969,2.858420209952468
2007-04-25,3.3938526189424376,3.9991413698733305,3.023204570362316,4.49364251469614,3.010310685785033,2.564163718247154
2007-04-26,3.294365940336563,3.9039029693597986,2.9261399756113566,5.1229808227410825,2.9566284572612074,2.3917652468918464
2007-04-27,3.859428403196738,3.9808399035814808,2.884045204983125,6.654969332320135,2.8957680646685624,2.325159715424186
2007-04-30,3.736635574391088,3.9593046506683285,2.9328107892817004,11.752001356392698,3.9549565636994863,3.7177052832148214
2007-05-08,3.9197879580249446,4.01155453319942,2.9294859311414725,4.171912440790337,4.047079750535141,3.5465856790251853
2007-05-09,3.879034584586896,3.9746701471159116,3.0856361948883224,6.118120926675236,3.814029540328415,3.109945260658614
2007-05-10,4.106761872683198,3.8554161600110963,3.014590066791419,4.991725377074354,3.6676059882737384,2.7702404359110195
2007-05-11,4.339541024494024,4.066894855855811,3.0426639804380913,5.099605599397329,3.452215763570314,2.5116209178948266
2007-05-14,4.216251913125105,4.026396942428011,4.066609023572834,24.697763193764963,4.2307157956821415,2.6868403777100665
2007-05-15,4.077703248487253,3.8983043180287837,3.7513899696010493,6.414317523077861,4.196055239969851,2.864857391796713
2007-05-16,3.945229106620309,3.8293885452744623,3.6708987287386456,5.527150508876119,4.203447063825873,2.7790145828678328
2007-05-17,3.8186133515697644,3.964185269276031,3.6790877012404684,7.249316505100319,4.0149647403493285,2.6396751029940777
2007-05-18,3.6976474857418475,3.86062271614369,3.4359567267867135,10.787460603272764,3.774756254096468,2.395492756881283
2007-05-21,3.58213025227057,4.35544138451711,18.877700353449626,35.07719654629246,16.970092441633366,11.463789724208356
2007-05-22,3.551865049105767,4.325108860995355,16.2023742017933,4.939153999938513,15.861365853696016,9.633122205988302
2007-05-23,3.4571569505441477,4.354388435546322,13.906634709033032,4.542205987202206,14.824994438550242,8.13393664645918
2007-05-24,3.511635676859558,4.267198598845119,12.005712105412027,4.642714263542321,13.851412307130762,6.865197893869255
2007-05-25,3.411313405109304,4.148458940989875,10.395104507288156,4.847447330161845,12.942699403128174,5.84937411386949
2007-05-28,3.3206601547256103,4.0219296027241285,9.430167690977598,6.684122405186459,12.125971040462446,5.051866627418747
2007-05-29,3.263659737310784,3.9568446997349582,8.205700918370702,7.282772265092853,11.375390894098262,4.423495039673665
2007-05-30,3.952902087576081,4.76314023955105,7.3291675759899215,7.661549553057428,10.847708591129559,4.829165305072526
2007-05-31,4.1296940163932305,4.6361372839813075,7.013312310033564,6.85576105609724,10.186873193634026,4.161953749643776
2007-06-01,4.6357278356436895,4.500259950680808,6.146505288647891,8.266071995967826,9.62271632651943,3.855393958235129
2007-06-04,5.0529061540510325,5.146935466399084,6.291620621508806,4.455072481387854,9.597839168748086,4.763806219759986
2007-06-05,5.271358147551504,4.871355229382953,5.693609228566259,5.5952686298420105,9.142913305345914,4.323790425504571
2007-06-06,5.108851489857902,4.637692424338868,5.059557931849749,4.1474698831062575,8.573666806315135,3.759277948149943
2007-06-07,5.384414933485269,4.719176875539636,4.568245276584563,5.47165927166768,8.134212984243552,3.5475432537097613
2007-06-08,5.227769666584309,4.498154153145453,4.136674671143208,4.546359630806519,7.607296839606999,3.127728330799213
2007-06-11,5.0477467570074745,4.4442433265943935,4.649366762519515,6.305580783427024,7.227987625040771,2.941656623891918
2007-06-12,4.988758346929123,4.388161287910373,4.202053083558687,4.147373477321535,6.811532499181169,2.834154929891761
2007-06-13,4.820221613555137,4.220164775309141,3.844222650495537,5.940625600574696,6.378572213393049,2.670097027844252
2007-06-14,4.761461800575727,4.174673519988328,4.121351116041647,5.418250182904428,6.010103771740633,2.463369254415477
2007-06-15,4.6300142811031675,4.313295240414482,3.782930075381792,4.328691436017657,5.627102298986992,2.269084860166915
2007-06-18,4.505928442771127,4.302971034998595,3.5261392368638567,4.170425561203221,5.303220260270362,2.4559535474332272
2007-06-19,4.862753932927519,4.170109694838604,3.3114375830644667,4.4350515161288175,4.983812610271267,2.2643704206775976
2007-06-20,4.752169844162213,4.03359147825842,3.160252277989586,4.1453485382071475,4.7424635242960935,2.3280674050506924
2007-06-21,4.608859896256165,3.9724235117265345,3.1214010754614816,4.313251267829893,4.456093208097511,2.1873438634069196
2007-06-22,4.651005538330273,4.0765976045997485,3.4118057459340085,6.8399311072323945,4.469855463380957,2.550813848696453
2007-06-25,4.808852661337863,4.389095570778826,3.2261835753816217,4.287081451974582,4.711759010414326,2.9851817748240603
2007-06-26,4.749380831933715,4.489251435778395,3.2184591680480223,4.384731265980818,4.45897420732971,2.7108570093859625
2007-06-27,4.591708327428368,4.372198930267465,3.3368289135083433,7.31736517458289,4.302422178386173,2.703067870450212
2007-06-28,4.858430338948687,4.728517652156194,3.6213080580333235,7.270174937126701,4.4539482044368714,3.134768990909994
2007-06-29,4.975336095749218,4.556197124624209,3.615183164211567,4.278268952235827,4.25729551577781,2.9802730858812345
2007-07-02,4.807714558027134,4.358307646190975,3.384389272779207,4.145329687420578,4.016876457199867,2.6614558669481134
2007-07-03,4.738423225789035,4.217514098624793,3.373923587901256,5.031938872574068,3.818002307598339,2.536388332156304
2007-07-04,4.711540039210467,4.184684875190012,3.2213851092751487,4.2426114190707,3.6162634743006095,2.528201652052665
2007-07-05,4.610441817899898,4.180242962024879,3.6067386771493455,4.690150693505268,3.7956878345366265,3.334319386546851
2007-07-06,4.663864129890225,4.125387099942072,3.5404455645824218,6.387744552433456,3.904123706155938,3.5315903688837933
2007-07-09,4.557134237919666,4.0357155634136275,3.370115346721144,4.453510733829315,3.9340353993159005,3.3184458776935886
2007-07-10,4.514831043793338,4.065967268511368,3.2213128703642098,5.3802775152404525,3.7806862316279557,2.9748882891671484
2007-07-11,4.363974871676481,3.935540566394596,3.112844412565806,4.203902453001794,3.576695199884405,2.657849980209096
2007-07-12,4.267575502107446,3.862303203954473,2.994349291903764,6.357257861412225,3.3791531072789707,2.4229291869894
2007-07-13,4.126789214357271,3.8355234642466987,2.90491946954349,4.171912438765862,3.188233005726511,2.2290621381946654
2007-07-16,4.077645026881515,3.737487715910789,2.8399271498143754,4.289543294603718,3.1615526329227106,2.507220704032421
2007-07-17,3.9553340287291907,3.841159588652821,2.7951311428079015,4.86667294738757,3.0418977189853837,2.4971406454489116
2007-07-18,3.828316724904936,3.7435547895793904,2.7972737621770496,4.153498235272668,2.878691985898923,2.2912266922757056
2007-07-19,3.714227362185036,3.706261533601669,2.913932541381346,4.225993060785383,2.7442686653730948,2.130006249156553
2007-07-20,3.726805352755463,3.7312674173170435,3.026392844162563,10.062283470532712,2.7723703590468536,2.65629166059159
2007-07-23,3.8204244477493843,3.6659257834374888,2.98584048527085,4.851503549666088,3.2609576466650254,3.046359854078009
2007-07-24,3.7002728083210283,3.6592631532923887,2.934064967944012,4.146306625226327,3.0768776461782728,2.711096539141916
2007-07-25,3.734096316632503,3.5977901573691207,2.8601489210601647,4.306001291718247,3.2894844990307734,2.60973509358366
2007-07-26,3.6586367509428532,3.5517845979706353,2.823771563276022,4.251126608813346,3.107205617707204,2.4104975144734198
2007-07-27,3.544888082631072,3.5938563085443156,2.7900694608129064,5.013116396662519,3.0651681351222644,2.219630583021673
2007-07-30,3.441199172772488,3.610416329178639,2.869256543295631,4.195340767321032,3.352143488470937,2.2846100427891476
2007-07-31,3.3375351069090162,3.5612721881014866,3.3551210855915192,4.701724632789057,3.1591233819330857,2.1692854595645286
2007-08-01,3.3680271483170916,3.9276054502117597,3.89192375585461,4.758484447439271,3.358452052894633,2.6302389479433197
2007-08-02,3.276759222989948,3.816709279383052,3.6317673751630952,4.179001295116454,3.461293080875795,2.7481500279917794
2007-08-03,3.202924784134428,3.7190514917158026,3.4240578338850374,6.128227254812583,3.3923946014134567,2.879560045183661
2007-08-06,3.507914415263021,3.8510392106707707,3.49993073897191,5.267056031540304,3.1992806507499214,2.7375928493921347
2007-08-07,3.4704122889560196,3.78263054574436,3.379392659967528,5.679145463984932,3.1184603100212933,2.474704466070394
2007-08-08,3.4179692763571294,3.717031064550782,3.5029054661854455,4.5581364027573885,3.056051967439453,2.331575962597861
2007-08-09,3.3204755442400007,3.635382964982753,3.371391524639609,4.783826761519182,2.8883986380174806,2.352096912885356
2007-08-10,3.2394992158576734,3.7740803646285923,3.2512352728740987,5.556971321054387,2.7784212838082887,2.228079098294681
2007-08-13,3.1622813534355205,3.684586215299992,3.115855082077407,4.3503070899001175,2.64473502027481,2.0839864411961058
2007-08-14,3.0787468885665463,3.6254913093326735,3.048905004673028,4.647581656111012,2.6495631806199,2.069660744282842
2007-08-15,3.0618761605288634,3.6077067851001083,2.987761283594822,4.556829739207768,2.5199506274529377,1.9647962468919329
2007-08-16,3.085268998316921,3.551321652836713,3.0786072090660404,4.736746820550898,2.4612088950536464,2.017514090188979
2007-08-17,2.998699439926789,3.5251034934878804,2.984406208371526,4.283787290525479,2.445957416267882,2.12192225228591
2007-08-20,3.0190751758210577,3.653475218463038,3.1071803894193155,5.3539427772443275,3.029774799509567,3.005838399440799
2007-08-21,2.9560193185248567,3.5806260737397224,3.005053100867226,6.031560764995375,2.8647941785062367,2.7704087892100975
2007-08-22,2.911042728358637,3.7247832378635968,2.916576000403894,7.062803192362252,2.72186911272417,2.572374692317725
2007-08-23,2.8473424663416975,4.028036347526864,3.1400612158043333,6.691929869058714,2.753376912974722,2.4331031700613925
2007-08-24,2.7770457644469744,3.9589607984810793,3.037971574265474,4.732716769613009,2.775232565142917,2.3221075468539008
2007-08-27,2.7593002973503826,3.915797335489438,3.4934430937450043,4.477115857802089,2.845256261544378,2.1593917301215457
2007-08-28,2.9701513688759724,3.804472633190548,4.362911238795894,4.215478644305883,2.7215971141101547,2.0313626215363914
2007-08-29,3.2233374420502927,3.8728564501764198,3.9768554929581272,4.429912916626228,2.616131897656492,2.0518153647133017
2007-08-30,3.1479990021246946,3.870863335506725,3.6693732819088676,5.4763636846038635,2.5037517108101635,2.020142296816818
2007-08-31,3.0591277801685623,3.790774287825114,3.4852404933735985,9.461090334080664,2.654802700849898,1.970558196102211
2007-09-03,3.0601024355803084,3.788364806119214,3.2945581478575967,4.46665158740712,3.3800793924711683,2.1037019871222244
2007-09-04,3.674312061440183,3.6993957116394958,3.5469775998135247,4.151849351694845,3.1976633074861245,2.0499488149462692
2007-09-05,4.16316833520815,3.680504139311876,3.3454975028385303,4.261990917167045,3.1698060890441604,1.950338763051339
2007-09-06,4.030841551442438,3.617803403292767,3.2157495013619743,4.167129536516961,3.008178922951112,1.9086129494779758
2007-09-07,3.9480550800370238,3.6170248660268562,3.0728640607966966,5.054342947637588,2.9659374114079524,2.0783359142592164
2007-09-10,4.290750591709555,3.628721472895315,2.96515952267453,4.302766393244875,2.8064925901054245,2.063410055513147
2007-09-11,4.730695089024247,4.209260802839349,3.717362759111056,4.335211725378804,3.173181751047226,2.8384411719921
2007-09-12,4.6368440581646535,4.055467805627905,3.46027011919848,5.42092558813399,3.251763435510734,2.618745180532469
2007-09-13,4.525462761378338,3.9992545828829487,3.3858883722833366,5.016536109535874,3.763403447370724,2.6335409978180397
2007-09-14,4.39934574583085,3.8826237551854,4.299456232265402,4.163892833284407,3.5669839450957377,2.413042771093911
2007-09-17,4.677779416533256,3.775253075489851,4.015420548063129,4.380222052700807,3.410342308891744,2.3428985748196807
2007-09-18,4.5580236049085565,3.6837655154242275,3.698816239918182,5.54614428473446,3.213168738430918,2.178091008178788
2007-09-19,4.453711366516749,3.76528652843476,3.4489970535980854,5.297538387352179,3.319193690098727,2.1001332174260803
2007-09-20,4.308414898345038,3.7105264043653237,3.299954135128391,4.144710319992053,3.1709964762138503,2.0602819388540694
2007-09-21,4.172355938446408,3.63305649294711,3.823271029251731,4.165002979905878,3.1231410313942836,1.9726225517374625
2007-09-24,4.086077727953753,3.5828391225365195,3.5451757441086205,4.171912438287848,2.988782694712551,1.9194415043771718
2007-09-25,4.064520827044339,3.521086064620593,3.3343664485778652,10.79827835365827,3.3343636037939777,1.918383330301178
2007-09-26,4.186657423188309,3.505649183329291,3.6366592061218848,5.206017933689368,3.3236433179368645,2.0041515529185325
2007-09-27,4.062253635999555,3.5088759701632606,3.39753888467048,4.477520774118283,3.3242293243291856,1.976103432073403
2007-09-28,4.127734816866316,3.4669145614895323,3.331495254890063,6.2328983560494216,3.387936606576728,2.2063699060767314
2007-10-08,4.024713439794092,3.4229883245388875,3.242163402295802,4.155646916484715,3.192153824629798,2.126288179648487
2007-10-09,3.8961806699924235,3.3909188563753734,3.172820674064466,4.76363338994503,3.203222274528058,2.010913356083689
2007-10-10,3.9344677096336564,3.3852109223713547,3.0459203433992204,6.553550865678451,3.023155858229861,1.92204610329447
2007-10-11,3.8623714892974013,3.566864237199265,3.3151878772095746,4.2134780519775115,2.9785532548125113,1.9251034336586517
2007-10-12,3.7446629473233113,3.5594866227813773,3.1700087256292395,4.148858224496003,2.8435793568849577,1.8703011130923581
2007-10-15,4.222578958599529,3.512401343711669,3.037093807954719,4.970710201072988,2.816223760416201,1.9080712550896342
2007-10-16,4.08379270875388,3.6262422919246027,2.991983177599058,4.5949263672656,2.7307599265541143,1.88227910161356
2007-10-17,4.00913446591803,3.583222282910886,2.925160841165254,4.278060205330267,2.6228336763767137,1.8750764163421931
2007-10-18,4.250558056303375,3.5621584565218765,2.9979379633363368,6.19352740661018,3.0527223732093165,2.3995274112878016
2007-10-19,4.132330555651135,3.5934403986595687,2.9096466158868655,9.515519921137793,2.889341040132127,2.211847519041517
2007-10-22,4.2269275491384946,3.6973963292757657,2.8420494014395343,6.079190368326328,3.3474700608925683,2.34561984236406
2007-10-23,4.391366338536071,3.62675682581423,3.125752470104271,4.158791987043247,3.156118546523981,2.222128497897203
2007-10-24,4.29762051819274,3.5602681155533906,3.072540943542817,5.264436637777588,3.3912654814408776,2.102959492219235
2007-10-25,4.763554195919445,3.820697955908371,2.9973152558420475,4.190839663954558,3.9827267364308967,2.809280574586266
2007-10-26,4.604176876167728,4.078151131931993,2.923717000446767,4.505396512297152,3.785451410734934,2.5639348829496815
2007-10-29,4.466100830087828,4.2796245886328865,2.85387691340377,4.451204918293313,3.6233698300611734,2.4813912571455203
2007-10-30,4.388868972902185,4.119611806318186,2.804489171853457,4.877141886694285,3.7174742022796154,2.3577979261151114
2007-10-31,4.265312500292804,4.0070198370613594,3.2768100551952157,4.1653487772645,3.504472725372405,2.2744417053172987
2007-11-01,4.158487072703467,4.080116815399529,3.3958425230596023,4.816520179842293,3.4943798409825138,2.2154554798244623
2007-11-02,4.282468765633378,3.9575146280426257,3.8762304462963204,4.945518318818238,3.3038004086369153,2.316941129485325
2007-11-05,4.158383092906576,3.9611106851364704,3.5866635339056394,4.731363643425847,3.882921562225099,2.3320235677084047
2007-11-06,4.022365430147888,3.8423512479464406,3.426815412025197,4.220532558650892,4.03560735994887,2.19192063218619
2007-11-07,3.8941359645775573,3.748429006943201,3.257604754601013,4.251583223304992,3.900580333962186,2.0673876115012124
2007-11-08,4.147686552543345,3.678737482679608,4.215672197635265,4.535972749821531,4.192389197726786,2.8707512921165543
2007-11-09,4.28218909200576,3.7455788216187704,3.854122920100524,5.808604700650698,3.9380966398245025,2.6171862845650034
2007-11-12,4.440763236490108,3.914008243982506,3.61145977891505,6.3158866724764575,4.283957658372153,2.44164791067395
2007-11-13,4.311997756285243,3.858905197795471,3.4220318159123,4.971971498200001,4.026869680281645,2.2727974258660093
2007-11-14,4.477073214091335,3.8569396919557373,3.9355088563534575,6.85379872976739,4.227727382438241,2.7005356034305152
2007-11-15,4.420148919294622,3.7644232640816813,3.656655511330904,4.392735247990739,4.008114109336025,2.5064441774522455
2007-11-16,4.272747843948571,3.6762278891179334,3.429128436133447,4.144726534883125,3.7698174723323983,2.381679052931331
2007-11-19,4.155955490909956,3.632444659893456,3.2720669279398664,5.548454895799478,3.564692211205224,2.2026969839738535
2007-11-20,4.095806803945012,3.7376835852727974,3.116709154288564,4.156846014175955,3.357713038473572,2.1452189141259193
2007-11-21,4.02908327578248,3.6823643610702925,3.178585415897844,4.222660432232401,3.1779593722616393,2.1172368839249156
2007-11-22,4.250424625585284,3.6068047517909374,3.1260721919189374,6.099110833776192,3.2949622512540024,2.8022324348566925
2007-11-23,4.13607598680905,3.568460975946861,3.1666870033297627,5.7456722663255295,3.142106208557819,2.6131598268334653
2007-11-26,4.023790522469956,3.5213463416133655,3.133586953655622,4.3958594713375945,3.0026933267458524,2.4310772904472384
2007-11-27,3.9081619546798545,3.5082246653353533,3.0096767806422973,5.1244081007980755,3.001487792059963,2.3803111607154928
2007-11-28,3.802351830981871,3.462501099150855,2.9157534740871847,4.439821682866577,2.882713615357421,2.275596532020105
2007-11-29,3.853014915750784,3.4466067079473763,2.846136772205748,4.767942951122202,3.3067155654455456,2.695908138552744
2007-11-30,3.825201539017983,3.4764504563128247,2.7940640595483344,5.019450863744174,3.2899695320475,2.616717935587825
2007-12-03,3.7082677526952645,3.43154943440787,2.794256509047823,4.144841735034418,3.1361126203524585,2.39288777619584
2007-12-04,3.5963155496953094,3.41605614535576,2.8857018611296557,5.0841063582747825,2.983324828174272,2.253020676425955
2007-12-05,3.544405503375062,3.3909343429552083,3.048651465898535,7.822988836050029,2.973391887785015,2.386368855481205
2007-12-06,3.452073348070052,3.3740220842899626,2.9509822372798906,5.040246156375963,2.8121674528149105,2.2013569996293185
2007-12-07,3.46134775914536,3.3466092273778014,3.0968130892281556,4.145755667764568,2.711851216330604,2.1347262141024665
2007-12-10,3.408144546205819,3.401397494097839,3.0682692304289154,7.761451107161935,2.665200774458419,2.1384120148639463
2007-12-11,3.310099070215267,3.369433067347851,3.123871802994041,5.020457418298441,2.5300907237082315,2.0156055183904806
2007-12-12,3.2278628537925877,3.368952855199466,3.0021095356375658,4.165671855935414,2.4129253405782056,2.0017979949748783
2007-12-13,3.1345553021109107,3.456486991644634,3.373932038995852,9.014432602015553,2.7792101309220034,2.532908601896433
2007-12-14,3.053728395684958,3.438589879578265,3.597972461630637,5.3601904394422695,2.6312025704648336,2.433235847775103
2007-12-17,3.09762511225135,3.5122204889010273,3.4021298675328966,7.307636136252821,2.6303009904611105,2.475291190218636
2007-12-18,3.052288067699548,3.5283856048621436,3.2176345014498797,5.230254608817513,2.521912760963469,2.2851901862513553
2007-12-19,3.672018421655351,3.4941686271806,3.2484245329193135,4.454712971134832,3.1936432372501824,2.734899763466265
2007-12-20,3.5576624386694955,5.7492238021377755,3.0971283671006566,7.266294763317451,4.174604269208174,2.49099578374239
2007-12-21,3.468488575036096,5.440739282495512,2.9819037602498324,4.70927591517367,3.928771988579332,2.334462026402522
2007-12-24,3.4366912621352697,5.151951605216375,3.015002041226916,5.868137153072168,3.8156374629495673,2.311795731899524
2007-12-25,3.522852853398418,4.876819167424517,2.9230530577888425,4.790170094973503,3.603547288706981,2.1454557314443634
2007-12-26,3.433029091745493,4.689098856814368,2.861557223697585,6.1040337430828115,3.4062074855779856,2.0506278288719004
2007-12-27,3.351004161179553,4.471075525314363,2.804925023966225,4.27253417828905,3.249517474914444,2.097416405810705
2007-12-28,3.274101404857993,4.285450193095507,2.81977364813615,4.364254593059458,3.1132054832280667,2.002791615841234
2008-01-02,3.2931662094653076,4.442750132045217,3.0416983233951753,4.171912438323064,2.9555034421965387,1.9438567192062994
